gene,mean_readout,nonzero_fraction
ABCC11,0.003983049653470516,1.0
ACE2,0.04371968284249306,1.0
ACKR1,0.04513922706246376,1.0
ACTA2,0.35136133432388306,1.0
ACTG2,0.5307871699333191,1.0
ADAM28,0.16594794392585754,1.0
ADAMTS1,0.18069061636924744,1.0
ADGRE1,0.024021195247769356,1.0
ADGRL4,0.1271561086177826,1.0
ADH1C,0.09669233858585358,1.0
ADH4,0.07660217583179474,1.0
ADIPOQ,0.014432516880333424,1.0
AGER,0.014347903430461884,1.0
AGR3,0.03730658441781998,1.0
AHSP,0.016815822571516037,1.0
AIF1,0.33331725001335144,1.0
ALAS2,0.01370389573276043,1.0
ALDH1A3,0.08128701895475388,1.0
AMY2A,0.1657576560974121,1.0
ANGPT2,0.04644331708550453,1.0
ANPEP,0.18748369812965393,1.0
APCDD1,0.10074868053197861,1.0
APOA5,0.03363928943872452,1.0
APOBEC3A,0.07534822076559067,1.0
APOLD1,0.11523040384054184,1.0
AQP2,0.010303104296326637,1.0
AQP3,0.11445778608322144,1.0
AQP8,0.06462862342596054,1.0
AQP9,0.06246223300695419,1.0
AR,0.039812907576560974,1.0
ARFGEF3,0.0647977739572525,1.0
ASCL1,0.006141589488834143,1.0
ASCL3,0.01822502538561821,1.0
ASPN,0.12331034243106842,1.0
BAMBI,0.09229780733585358,1.0
BANK1,0.22989311814308167,1.0
BASP1,0.4529898166656494,1.0
BBOX1,0.027544701471924782,1.0
BCL2L11,0.21390275657176971,1.0
BMX,0.024864086881279945,1.0
BTNL9,0.04098961129784584,1.0
C15orf48,0.10620641708374023,1.0
C1orf162,0.23854616284370422,1.0
C1orf194,0.015621666796505451,1.0
C20orf85,0.0034566312097012997,1.0
C5orf46,0.04338214173913002,1.0
C6orf118,0.014100054278969765,1.0
C7,0.09557861089706421,1.0
CA4,0.012616720981895924,1.0
CAPN8,0.10608240216970444,1.0
CAV1,0.18731120228767395,1.0
CAVIN1,0.4871281087398529,1.0
CAVIN2,0.06591525673866272,1.0
CCDC39,0.018640849739313126,1.0
CCDC78,0.014044408686459064,1.0
CCL19,0.13713392615318298,1.0
CCL27,0.013543752022087574,1.0
CCL5,0.2334633320569992,1.0
CCNB2,0.12318050861358643,1.0
CCR2,0.059175390750169754,1.0
CCR7,0.13956187665462494,1.0
CD14,0.2171582281589508,1.0
CD163,0.15338103473186493,1.0
CD19,0.11415427923202515,1.0
CD1A,0.01810397580265999,1.0
CD1C,0.06318170577287674,1.0
CD1E,0.03769947960972786,1.0
CD2,0.24786631762981415,1.0
CD247,0.13436488807201385,1.0
CD27,0.11530943214893341,1.0
CD274,0.046573206782341,1.0
CD28,0.15061604976654053,1.0
CD300E,0.03367999941110611,1.0
CD34,0.19260603189468384,1.0
CD3D,0.2006063014268875,1.0
CD3E,0.29230839014053345,1.0
CD4,0.25527796149253845,1.0
CD5L,0.03639008477330208,1.0
CD68,0.17797067761421204,1.0
CD69,0.10030128806829453,1.0
CD70,0.01668933406472206,1.0
CD79A,0.2939510941505432,1.0
CD83,0.13845261931419373,1.0
CD86,0.11611716449260712,1.0
CD8A,0.139412522315979,1.0
CD93,0.22854506969451904,1.0
CDH16,0.02452918142080307,1.0
CDK1,0.18134690821170807,1.0
CENPF,0.14804145693778992,1.0
CFAP53,0.022669490426778793,1.0
CFB,0.5624417066574097,1.0
CFHR1,0.1288299709558487,1.0
