gene,mean_readout,nonzero_fraction
ABCC11,0.004628585651516914,1.0
ACE2,0.04896663874387741,1.0
ACKR1,0.046291548758745193,1.0
ACTA2,0.3604838252067566,1.0
ACTG2,0.6071919202804565,1.0
ADAM28,0.1838323324918747,1.0
ADAMTS1,0.2514081597328186,1.0
ADGRE1,0.029860347509384155,1.0
ADGRL4,0.14630775153636932,1.0
ADH1C,0.08461801707744598,1.0
ADH4,0.07722744345664978,1.0
ADIPOQ,0.013934989459812641,1.0
AGER,0.017851080745458603,1.0
AGR3,0.037192244082689285,1.0
AHSP,0.018613629043102264,1.0
AIF1,0.4599362015724182,1.0
ALAS2,0.014691660180687904,1.0
ALDH1A3,0.09090375155210495,1.0
AMY2A,0.16536816954612732,1.0
ANGPT2,0.05371982604265213,1.0
ANPEP,0.2048950493335724,1.0
APCDD1,0.11092803627252579,1.0
APOA5,0.03241393715143204,1.0
APOBEC3A,0.07835941016674042,1.0
APOLD1,0.13612064719200134,1.0
AQP2,0.009772950783371925,1.0
AQP3,0.12355843931436539,1.0
AQP8,0.06738846749067307,1.0
AQP9,0.09999693185091019,1.0
AR,0.0357314832508564,1.0
ARFGEF3,0.04883970692753792,1.0
ASCL1,0.006816028617322445,1.0
ASCL3,0.019229192286729813,1.0
ASPN,0.11182363331317902,1.0
BAMBI,0.09726404398679733,1.0
BANK1,0.23802705109119415,1.0
BASP1,0.6055284738540649,1.0
BBOX1,0.02988017536699772,1.0
BCL2L11,0.23791590332984924,1.0
BMX,0.02649245224893093,1.0
BTNL9,0.0489879846572876,1.0
C15orf48,0.14401376247406006,1.0
C1orf162,0.3178556561470032,1.0
C1orf194,0.029561948031187057,1.0
C20orf85,0.010187112726271152,1.0
C5orf46,0.036963630467653275,1.0
C6orf118,0.01821085996925831,1.0
C7,0.0979909747838974,1.0
CA4,0.013374963775277138,1.0
CAPN8,0.09229300171136856,1.0
CAV1,0.2598276436328888,1.0
CAVIN1,0.5569549798965454,1.0
CAVIN2,0.09328543394804001,1.0
CCDC39,0.021976403892040253,1.0
CCDC78,0.015425555408000946,1.0
CCL19,0.11643238365650177,1.0
CCL27,0.01589425653219223,1.0
CCL5,0.24718943238258362,1.0
CCNB2,0.11580131947994232,1.0
CCR2,0.05105462670326233,1.0
CCR7,0.14237859845161438,1.0
CD14,0.3223511576652527,1.0
CD163,0.23079225420951843,1.0
CD19,0.11175384372472763,1.0
CD1A,0.024643125012516975,1.0
CD1C,0.06375698745250702,1.0
CD1E,0.03445158153772354,1.0
CD2,0.2523080110549927,1.0
CD247,0.1408720165491104,1.0
CD27,0.11484159529209137,1.0
CD274,0.064933642745018,1.0
CD28,0.15773551166057587,1.0
CD300E,0.04218849167227745,1.0
CD34,0.19519121944904327,1.0
CD3D,0.20077112317085266,1.0
CD3E,0.28753602504730225,1.0
CD4,0.30839717388153076,1.0
CD5L,0.03743740916252136,1.0
CD68,0.27691784501075745,1.0
CD69,0.10360648483037949,1.0
CD70,0.017891835421323776,1.0
CD79A,0.2568294405937195,1.0
CD83,0.18278110027313232,1.0
CD86,0.14882580935955048,1.0
CD8A,0.15658749639987946,1.0
CD93,0.2789485454559326,1.0
CDH16,0.024664612486958504,1.0
CDK1,0.17664319276809692,1.0
CENPF,0.14110977947711945,1.0
CFAP53,0.030469927936792374,1.0
CFB,0.4540386199951172,1.0
CFHR1,0.10286083072423935,1.0
CFHR3,0.13688524067401886,1.0
CFTR,0.09405641257762909,1.0
CHGA,0.02598762884736061,1.0
CLCA1,0.034129321575164795,1.0
CLCA2,0.31765657663345337,1.0
CLEC10A,0.08561478555202484,1.0
CLEC14A,0.1020732894539833,1.0
CLEC4E,0.07522011548280716,1.0
CLECL1,0.07116741687059402,1.0
CLIC6,0.08509375900030136,1.0
CNN1,0.143624946475029,1.0
COCH,0.05792660638689995,1.0
COL17A1,0.30423465371131897,1.0
COL5A2,0.29966112971305847,1.0
CPA3,0.02890395186841488,1.0
CRHBP,0.01131216250360012,1.0
CRISPLD2,0.17644087970256805,1.0
CSF2RA,0.13117170333862305,1.0
CSF3,0.02703830972313881,1.0
CTLA4,0.13078470528125763,1.0
CTSG,0.012598926201462746,1.0
CTSK,0.24475988745689392,1.0
CXCL10,0.28403013944625854,1.0
CXCL2,0.20654535293579102,1.0
CXCL6,0.14058606326580048,1.0
CXCL9,0.2775115370750427,1.0
CXCR4,0.41700664162635803,1.0
CYP1A1,0.02272423356771469,1.0
CYP2A7,0.05190243199467659,1.0
CYP2B6,0.06329251825809479,1.0
CYP2F1,0.02339513599872589,1.0
