project_id,case_submitter_id,case_id,sample_submitter_ids,sample_types,aliquot_submitter_ids,file_id,file_name,peptide_target,agid,lab_id,catalog_number,set_id,protein_expression
TCGA-LUSC,TCGA-70-6722,f7287eb4-c77d-4c67-a768-87fcccd668f5,TCGA-70-6722-01A,Primary Tumor,,6a237b49-1587-4be5-98b4-f22351f71093,TCGA-70-6722-01A-13-2194-20_RPPA_data.tsv,1433BETA,AGID00100,882,sc-628,Old,-0.23235
TCGA-LUSC,TCGA-70-6722,f7287eb4-c77d-4c67-a768-87fcccd668f5,TCGA-70-6722-01A,Primary Tumor,,6a237b49-1587-4be5-98b4-f22351f71093,TCGA-70-6722-01A-13-2194-20_RPPA_data.tsv,1433EPSILON,AGID00111,913,sc-23957,Old,-0.20035
TCGA-LUSC,TCGA-70-6722,f7287eb4-c77d-4c67-a768-87fcccd668f5,TCGA-70-6722-01A,Primary Tumor,,6a237b49-1587-4be5-98b4-f22351f71093,TCGA-70-6722-01A-13-2194-20_RPPA_data.tsv,1433ZETA,AGID00101,883,sc-1019,Old,0.41569
TCGA-LUSC,TCGA-70-6722,f7287eb4-c77d-4c67-a768-87fcccd668f5,TCGA-70-6722-01A,Primary Tumor,,6a237b49-1587-4be5-98b4-f22351f71093,TCGA-70-6722-01A-13-2194-20_RPPA_data.tsv,4EBP1,AGID00001,2,9452,Old,-0.097989
TCGA-LUSC,TCGA-70-6722,f7287eb4-c77d-4c67-a768-87fcccd668f5,TCGA-70-6722-01A,Primary Tumor,,6a237b49-1587-4be5-98b4-f22351f71093,TCGA-70-6722-01A-13-2194-20_RPPA_data.tsv,4EBP1_pS65,AGID00002,3,9456,Old,-0.19566
TCGA-LUSC,TCGA-70-6722,f7287eb4-c77d-4c67-a768-87fcccd668f5,TCGA-70-6722-01A,Primary Tumor,,6a237b49-1587-4be5-98b4-f22351f71093,TCGA-70-6722-01A-13-2194-20_RPPA_data.tsv,4EBP1_pT37T46,AGID00003,6,9459,Old,-1.7233
TCGA-LUSC,TCGA-70-6722,f7287eb4-c77d-4c67-a768-87fcccd668f5,TCGA-70-6722-01A,Primary Tumor,,6a237b49-1587-4be5-98b4-f22351f71093,TCGA-70-6722-01A-13-2194-20_RPPA_data.tsv,4EBP1_pT70,AGID00443,8,9455,Old,-0.0034359
TCGA-LUSC,TCGA-70-6722,f7287eb4-c77d-4c67-a768-87fcccd668f5,TCGA-70-6722-01A,Primary Tumor,,6a237b49-1587-4be5-98b4-f22351f71093,TCGA-70-6722-01A-13-2194-20_RPPA_data.tsv,53BP1,AGID00120,985,4937,Old,-0.2051
TCGA-LUSC,TCGA-70-6722,f7287eb4-c77d-4c67-a768-87fcccd668f5,TCGA-70-6722-01A,Primary Tumor,,6a237b49-1587-4be5-98b4-f22351f71093,TCGA-70-6722-01A-13-2194-20_RPPA_data.tsv,ACC_pS79,AGID00004,13,3661,Old,-0.15619
TCGA-LUSC,TCGA-70-6722,f7287eb4-c77d-4c67-a768-87fcccd668f5,TCGA-70-6722-01A,Primary Tumor,,6a237b49-1587-4be5-98b4-f22351f71093,TCGA-70-6722-01A-13-2194-20_RPPA_data.tsv,ACC1,AGID00005,14,1768-1/ab45174,Old,0.40916
