case_submitter_id,project_id,rank,gene,mutation_count
TCGA-56-5898,TCGA-LUSC,16,KIAA0408,2
TCGA-56-5898,TCGA-LUSC,17,GRM1,2
TCGA-56-5898,TCGA-LUSC,18,ADCYAP1R1,2
TCGA-56-5898,TCGA-LUSC,19,SEMA3D,2
TCGA-56-5898,TCGA-LUSC,20,MUC17,2
TCGA-56-5898,TCGA-LUSC,21,OR2F2,2
TCGA-56-5898,TCGA-LUSC,22,ZNF398,2
TCGA-56-5898,TCGA-LUSC,23,ZFHX4,2
TCGA-56-5898,TCGA-LUSC,24,VIM,2
TCGA-56-5898,TCGA-LUSC,25,MYPN,2
TCGA-56-5898,TCGA-LUSC,26,SPDYC,2
TCGA-56-5898,TCGA-LUSC,27,OR6T1,2
TCGA-56-5898,TCGA-LUSC,28,GRIN2B,2
TCGA-56-5898,TCGA-LUSC,29,IAPP,2
TCGA-56-5898,TCGA-LUSC,30,LRRIQ1,2
TCGA-56-5898,TCGA-LUSC,31,SLC17A8,2
TCGA-56-5898,TCGA-LUSC,32,ATP12A,2
TCGA-56-5898,TCGA-LUSC,33,DHRS2,2
TCGA-56-5898,TCGA-LUSC,34,SPTB,2
TCGA-56-5898,TCGA-LUSC,35,NOD2,2
TCGA-56-5898,TCGA-LUSC,36,CNTNAP4,2
TCGA-56-5898,TCGA-LUSC,37,ZNF808,2
TCGA-56-5898,TCGA-LUSC,38,LILRA2,2
TCGA-56-5898,TCGA-LUSC,39,GLRA4,2
TCGA-56-5898,TCGA-LUSC,40,DCAF12L1,2
TCGA-56-5898,TCGA-LUSC,41,ELF4,2
TCGA-56-5898,TCGA-LUSC,42,C1QC,1
TCGA-56-5898,TCGA-LUSC,43,MAN1C1,1
TCGA-56-5898,TCGA-LUSC,44,TMEM39B,1
TCGA-56-5898,TCGA-LUSC,45,TIE1,1
TCGA-56-5898,TCGA-LUSC,46,DMAP1,1
TCGA-56-5898,TCGA-LUSC,47,TCTEX1D1,1
TCGA-56-5898,TCGA-LUSC,48,SLC44A5,1
TCGA-56-5898,TCGA-LUSC,49,USP33,1
TCGA-56-5898,TCGA-LUSC,50,COL24A1,1
TCGA-56-A5DR,TCGA-LUSC,1,HSPA12A,3
TCGA-56-A5DR,TCGA-LUSC,2,CD2,2
TCGA-56-A5DR,TCGA-LUSC,3,RYR2,2
TCGA-56-A5DR,TCGA-LUSC,4,DPP4,2
TCGA-56-A5DR,TCGA-LUSC,5,XIRP2,2
TCGA-56-A5DR,TCGA-LUSC,6,ZNF804A,2
TCGA-56-A5DR,TCGA-LUSC,7,FAT1,2
TCGA-56-A5DR,TCGA-LUSC,8,VCAN,2
TCGA-56-A5DR,TCGA-LUSC,9,LAMB4,2
TCGA-56-A5DR,TCGA-LUSC,10,OR2A25,2
TCGA-56-A5DR,TCGA-LUSC,11,CNTNAP2,2
TCGA-56-A5DR,TCGA-LUSC,12,SLC18A2,2
TCGA-56-A5DR,TCGA-LUSC,13,PTPRB,2
TCGA-56-A5DR,TCGA-LUSC,14,SLC24A5,2
TCGA-56-A5DR,TCGA-LUSC,15,CCDC33,2
TCGA-56-A5DR,TCGA-LUSC,16,SERPINB2,2
TCGA-56-A5DR,TCGA-LUSC,17,BACH1,2
TCGA-56-A5DR,TCGA-LUSC,18,ATAD3B,1
TCGA-56-A5DR,TCGA-LUSC,19,PRAMEF14,1
TCGA-56-A5DR,TCGA-LUSC,20,C1QB,1
TCGA-56-A5DR,TCGA-LUSC,21,TRIM62,1
TCGA-56-A5DR,TCGA-LUSC,22,DAB1,1
TCGA-56-A5DR,TCGA-LUSC,23,DNAJC6,1
TCGA-56-A5DR,TCGA-LUSC,24,SGIP1,1
TCGA-56-A5DR,TCGA-LUSC,25,TCTEX1D1,1
TCGA-56-A5DR,TCGA-LUSC,26,ERICH3,1
TCGA-56-A5DR,TCGA-LUSC,27,AMPD1,1
TCGA-56-A5DR,TCGA-LUSC,28,PPIAL4A,1
TCGA-56-A5DR,TCGA-LUSC,29,PRKAB2,1
TCGA-56-A5DR,TCGA-LUSC,30,HRNR,1
TCGA-56-A5DR,TCGA-LUSC,31,CRNN,1
TCGA-56-A5DR,TCGA-LUSC,32,CD1D,1
TCGA-56-A5DR,TCGA-LUSC,33,OR6N1,1
TCGA-56-A5DR,TCGA-LUSC,34,SLAMF8,1
TCGA-56-A5DR,TCGA-LUSC,35,SELP,1
TCGA-56-A5DR,TCGA-LUSC,36,TNN,1
TCGA-56-A5DR,TCGA-LUSC,37,BRINP3,1
TCGA-56-A5DR,TCGA-LUSC,38,ATP2B4,1
TCGA-56-A5DR,TCGA-LUSC,39,PIK3C2B,1
TCGA-56-A5DR,TCGA-LUSC,40,SRGAP2,1
TCGA-56-A5DR,TCGA-LUSC,41,CD34,1
TCGA-56-A5DR,TCGA-LUSC,42,PROX1,1
TCGA-56-A5DR,TCGA-LUSC,43,RAB3GAP2,1
TCGA-56-A5DR,TCGA-LUSC,44,DISP1,1
TCGA-56-A5DR,TCGA-LUSC,45,FMN2,1
TCGA-56-A5DR,TCGA-LUSC,46,OR14C36,1
TCGA-56-A5DR,TCGA-LUSC,47,ACP1,1
TCGA-56-A5DR,TCGA-LUSC,48,SNTG2,1
TCGA-56-A5DR,TCGA-LUSC,49,DNMT3A,1
TCGA-56-A5DR,TCGA-LUSC,50,PKDCC,1
TCGA-60-2698,TCGA-LUSC,1,KDM5B,7
TCGA-60-2698,TCGA-LUSC,2,PCDH15,6
TCGA-60-2698,TCGA-LUSC,3,TTN,4
TCGA-60-2698,TCGA-LUSC,4,SYNE1,4
TCGA-60-2698,TCGA-LUSC,5,COL24A1,3
TCGA-60-2698,TCGA-LUSC,6,NEB,3
TCGA-60-2698,TCGA-LUSC,7,RAPGEF4,3
TCGA-60-2698,TCGA-LUSC,8,CPS1,3
TCGA-60-2698,TCGA-LUSC,9,ADAMTS16,3
TCGA-60-2698,TCGA-LUSC,10,DMXL1,3
TCGA-60-2698,TCGA-LUSC,11,CSMD3,3
TCGA-60-2698,TCGA-LUSC,12,WNK1,3
TCGA-60-2698,TCGA-LUSC,13,NR1H4,3
TCGA-60-2698,TCGA-LUSC,14,MYH8,3
TCGA-60-2698,TCGA-LUSC,15,PLEKHM1,3
TCGA-60-2698,TCGA-LUSC,16,ZNF91,3
TCGA-60-2698,TCGA-LUSC,17,NPAP1,3
TCGA-60-2698,TCGA-LUSC,18,SLC2A5,2
TCGA-60-2698,TCGA-LUSC,19,COL11A1,2
TCGA-60-2698,TCGA-LUSC,20,NES,2
TCGA-60-2698,TCGA-LUSC,21,COPA,2
TCGA-60-2698,TCGA-LUSC,22,STYXL2,2
TCGA-60-2698,TCGA-LUSC,23,NME7,2
TCGA-60-2698,TCGA-LUSC,24,IGKV1-12,2
TCGA-60-2698,TCGA-LUSC,25,KIF5C,2
TCGA-60-2698,TCGA-LUSC,26,SCN1A,2
TCGA-60-2698,TCGA-LUSC,27,TRIP12,2
TCGA-60-2698,TCGA-LUSC,28,MYH15,2
TCGA-60-2698,TCGA-LUSC,29,GRAMD1C,2
TCGA-60-2698,TCGA-LUSC,30,COL6A6,2
TCGA-60-2698,TCGA-LUSC,31,DNAJC13,2
TCGA-60-2698,TCGA-LUSC,32,KY,2
TCGA-60-2698,TCGA-LUSC,33,SI,2
TCGA-60-2698,TCGA-LUSC,34,PLD1,2
TCGA-60-2698,TCGA-LUSC,35,EEF1AKMT4-ECE2,2
TCGA-60-2698,TCGA-LUSC,36,HRG,2
TCGA-60-2698,TCGA-LUSC,37,KNG1,2
TCGA-60-2698,TCGA-LUSC,38,MUC4,2
TCGA-60-2698,TCGA-LUSC,39,LRRC66,2
TCGA-60-2698,TCGA-LUSC,40,UBA6,2
TCGA-60-2698,TCGA-LUSC,41,FAT4,2
TCGA-60-2698,TCGA-LUSC,42,INPP4B,2
TCGA-60-2698,TCGA-LUSC,43,PRDM9,2
TCGA-60-2698,TCGA-LUSC,44,ADAMTS12,2
TCGA-60-2698,TCGA-LUSC,45,ADGRV1,2
TCGA-60-2698,TCGA-LUSC,46,PPIP5K2,2
TCGA-60-2698,TCGA-LUSC,47,PCDHGB7,2
TCGA-60-2698,TCGA-LUSC,48,HLA-A,2
TCGA-60-2698,TCGA-LUSC,49,MEP1A,2
TCGA-60-2698,TCGA-LUSC,50,PKHD1,2
TCGA-70-6722,TCGA-LUSC,1,UBR4,2
TCGA-70-6722,TCGA-LUSC,2,TPR,2
TCGA-70-6722,TCGA-LUSC,3,BIRC6,2
TCGA-70-6722,TCGA-LUSC,4,MTHFD2L,2
TCGA-70-6722,TCGA-LUSC,5,DNAH5,2
TCGA-70-6722,TCGA-LUSC,6,C5orf34,2
TCGA-70-6722,TCGA-LUSC,7,PLXNA4,2
TCGA-70-6722,TCGA-LUSC,8,CSMD3,2
TCGA-70-6722,TCGA-LUSC,9,ITIH5,2
TCGA-70-6722,TCGA-LUSC,10,SORBS1,2
TCGA-70-6722,TCGA-LUSC,11,BIRC3,2
TCGA-70-6722,TCGA-LUSC,12,TJP3,2
TCGA-70-6722,TCGA-LUSC,13,NLRP4,2
TCGA-70-6722,TCGA-LUSC,14,PRAMEF4,1
TCGA-70-6722,TCGA-LUSC,15,MATN1,1
TCGA-70-6722,TCGA-LUSC,16,INPP5B,1
TCGA-70-6722,TCGA-LUSC,17,HIVEP3,1
TCGA-70-6722,TCGA-LUSC,18,PTPRF,1
TCGA-70-6722,TCGA-LUSC,19,TESK2,1
TCGA-70-6722,TCGA-LUSC,20,ZFYVE9,1
TCGA-70-6722,TCGA-LUSC,21,SLC1A7,1
TCGA-70-6722,TCGA-LUSC,22,FGGY,1
TCGA-70-6722,TCGA-LUSC,23,HFM1,1
TCGA-70-6722,TCGA-LUSC,24,FNDC7,1
TCGA-70-6722,TCGA-LUSC,25,CD101,1
TCGA-70-6722,TCGA-LUSC,26,ITGA10,1
TCGA-70-6722,TCGA-LUSC,27,FCGR1A,1
TCGA-70-6722,TCGA-LUSC,28,MTMR11,1
TCGA-70-6722,TCGA-LUSC,29,HRNR,1
TCGA-70-6722,TCGA-LUSC,30,CLK2,1
TCGA-70-6722,TCGA-LUSC,31,ARHGEF11,1
TCGA-70-6722,TCGA-LUSC,32,FCRL5,1
TCGA-70-6722,TCGA-LUSC,33,PYHIN1,1
TCGA-70-6722,TCGA-LUSC,34,ILDR2,1
TCGA-70-6722,TCGA-LUSC,35,CFHR4,1
TCGA-70-6722,TCGA-LUSC,36,SHISA4,1
TCGA-70-6722,TCGA-LUSC,37,PACC1,1
TCGA-70-6722,TCGA-LUSC,38,USH2A,1
TCGA-70-6722,TCGA-LUSC,39,ESRRG,1
TCGA-70-6722,TCGA-LUSC,40,SIPA1L2,1
TCGA-70-6722,TCGA-LUSC,41,MAP10,1
TCGA-70-6722,TCGA-LUSC,42,HEATR1,1
TCGA-70-6722,TCGA-LUSC,43,ACTN2,1
TCGA-70-6722,TCGA-LUSC,44,MTR,1
TCGA-70-6722,TCGA-LUSC,45,FMN2,1
TCGA-70-6722,TCGA-LUSC,46,KMO,1
TCGA-70-6722,TCGA-LUSC,47,OR2T33,1
TCGA-70-6722,TCGA-LUSC,48,OR2T4,1
TCGA-70-6722,TCGA-LUSC,49,DNMT3A,1
TCGA-70-6722,TCGA-LUSC,50,ABCG8,1
TCGA-73-A9RS,TCGA-LUAD,1,TTLL7,2
TCGA-73-A9RS,TCGA-LUAD,2,FLG,2
TCGA-73-A9RS,TCGA-LUAD,3,MITF,2
TCGA-73-A9RS,TCGA-LUAD,4,SNRPN,2
TCGA-73-A9RS,TCGA-LUAD,5,CATSPER4,1
TCGA-73-A9RS,TCGA-LUAD,6,ARID1A,1
TCGA-73-A9RS,TCGA-LUAD,7,RABGGTB,1
TCGA-73-A9RS,TCGA-LUAD,8,VCAM1,1
TCGA-73-A9RS,TCGA-LUAD,9,GJA5,1
TCGA-73-A9RS,TCGA-LUAD,10,TRIM46,1
TCGA-73-A9RS,TCGA-LUAD,11,ARHGEF11,1
TCGA-73-A9RS,TCGA-LUAD,12,BLZF1,1
TCGA-73-A9RS,TCGA-LUAD,13,RYR2,1
TCGA-73-A9RS,TCGA-LUAD,14,CHRM3,1
TCGA-73-A9RS,TCGA-LUAD,15,OR6F1,1
TCGA-73-A9RS,TCGA-LUAD,16,OR14C36,1
TCGA-73-A9RS,TCGA-LUAD,17,AGBL5,1
TCGA-73-A9RS,TCGA-LUAD,18,BIRC6,1
TCGA-73-A9RS,TCGA-LUAD,19,NAT8,1
TCGA-73-A9RS,TCGA-LUAD,20,IL1RL2,1
TCGA-73-A9RS,TCGA-LUAD,21,IL18RAP,1
TCGA-73-A9RS,TCGA-LUAD,22,FHL2,1
TCGA-73-A9RS,TCGA-LUAD,23,MYO7B,1
TCGA-73-A9RS,TCGA-LUAD,24,NCKAP5,1
TCGA-73-A9RS,TCGA-LUAD,25,ACVR1,1
TCGA-73-A9RS,TCGA-LUAD,26,COL5A2,1
TCGA-73-A9RS,TCGA-LUAD,27,CCDC150,1
TCGA-73-A9RS,TCGA-LUAD,28,CDK5R2,1
TCGA-73-A9RS,TCGA-LUAD,29,ALPI,1
TCGA-73-A9RS,TCGA-LUAD,30,PPARG,1
TCGA-73-A9RS,TCGA-LUAD,31,CX3CR1,1
TCGA-73-A9RS,TCGA-LUAD,32,MORC1,1
TCGA-73-A9RS,TCGA-LUAD,33,PARP14,1
TCGA-73-A9RS,TCGA-LUAD,34,PCOLCE2,1
TCGA-73-A9RS,TCGA-LUAD,35,PLSCR5,1
TCGA-73-A9RS,TCGA-LUAD,36,ABCF3,1
TCGA-73-A9RS,TCGA-LUAD,37,CTBP1,1
TCGA-73-A9RS,TCGA-LUAD,38,PPP2R2C,1
TCGA-73-A9RS,TCGA-LUAD,39,CWH43,1
TCGA-73-A9RS,TCGA-LUAD,40,EPHA5,1
TCGA-73-A9RS,TCGA-LUAD,41,MRPS18C,1
TCGA-73-A9RS,TCGA-LUAD,42,SLC6A19,1
TCGA-73-A9RS,TCGA-LUAD,43,PIK3R1,1
TCGA-73-A9RS,TCGA-LUAD,44,DTWD2,1
TCGA-73-A9RS,TCGA-LUAD,45,STING1,1
TCGA-73-A9RS,TCGA-LUAD,46,PCDHGA1,1
TCGA-73-A9RS,TCGA-LUAD,47,PCDHGA9,1
TCGA-73-A9RS,TCGA-LUAD,48,PDGFRB,1
TCGA-73-A9RS,TCGA-LUAD,49,HUS1B,1
TCGA-73-A9RS,TCGA-LUAD,50,SLC17A4,1
TCGA-85-8277,TCGA-LUSC,1,TTN,9
TCGA-85-8277,TCGA-LUSC,2,PLCH1,4
TCGA-85-8277,TCGA-LUSC,3,LAMA2,4
TCGA-85-8277,TCGA-LUSC,4,ZFHX4,4
TCGA-85-8277,TCGA-LUSC,5,FLG,3
TCGA-85-8277,TCGA-LUSC,6,OR11L1,3
TCGA-85-8277,TCGA-LUSC,7,ARPP21,3
TCGA-85-8277,TCGA-LUSC,8,GOLGB1,3
TCGA-85-8277,TCGA-LUSC,9,DNAH5,3
TCGA-85-8277,TCGA-LUSC,10,TNXB,3
TCGA-85-8277,TCGA-LUSC,11,PCLO,3
TCGA-85-8277,TCGA-LUSC,12,CACNA1C,3
TCGA-85-8277,TCGA-LUSC,13,KMT2D,3
TCGA-85-8277,TCGA-LUSC,14,ZNF84,3
TCGA-85-8277,TCGA-LUSC,15,CDK12,3
TCGA-85-8277,TCGA-LUSC,16,PEG3,3
TCGA-85-8277,TCGA-LUSC,17,UBR4,2
TCGA-85-8277,TCGA-LUSC,18,CSMD2,2
TCGA-85-8277,TCGA-LUSC,19,CLSPN,2
TCGA-85-8277,TCGA-LUSC,20,KANK4,2
TCGA-85-8277,TCGA-LUSC,21,DOCK7,2
TCGA-85-8277,TCGA-LUSC,22,ANKRD35,2
TCGA-85-8277,TCGA-LUSC,23,OR6K6,2
TCGA-85-8277,TCGA-LUSC,24,IRF6,2
TCGA-85-8277,TCGA-LUSC,25,RYR2,2
TCGA-85-8277,TCGA-LUSC,26,OR2T10,2
TCGA-85-8277,TCGA-LUSC,27,IGKV1D-16,2
TCGA-85-8277,TCGA-LUSC,28,MRPS5,2
TCGA-85-8277,TCGA-LUSC,29,RIF1,2
TCGA-85-8277,TCGA-LUSC,30,XIRP2,2
TCGA-85-8277,TCGA-LUSC,31,ZNF804A,2
TCGA-85-8277,TCGA-LUSC,32,SF3B1,2
TCGA-85-8277,TCGA-LUSC,33,BMPR2,2
TCGA-85-8277,TCGA-LUSC,34,GRM7,2
TCGA-85-8277,TCGA-LUSC,35,MME,2
TCGA-85-8277,TCGA-LUSC,36,ZBBX,2
TCGA-85-8277,TCGA-LUSC,37,SOX2,2
TCGA-85-8277,TCGA-LUSC,38,HRG,2
TCGA-85-8277,TCGA-LUSC,39,MUC4,2
TCGA-85-8277,TCGA-LUSC,40,KIAA1109,2
TCGA-85-8277,TCGA-LUSC,41,FAT4,2
TCGA-85-8277,TCGA-LUSC,42,TRIM75P,2
TCGA-85-8277,TCGA-LUSC,43,FBXO8,2
TCGA-85-8277,TCGA-LUSC,44,CDH9,2
TCGA-85-8277,TCGA-LUSC,45,CDH6,2
TCGA-85-8277,TCGA-LUSC,46,PDZD2,2
TCGA-85-8277,TCGA-LUSC,47,HCN1,2
TCGA-85-8277,TCGA-LUSC,48,PCDHGA4,2
TCGA-85-8277,TCGA-LUSC,49,PKHD1,2
TCGA-85-8277,TCGA-LUSC,50,DST,2
TCGA-86-7701,TCGA-LUAD,1,SLC6A9,1
TCGA-86-7701,TCGA-LUAD,2,CCNQP1,1
TCGA-86-7701,TCGA-LUAD,3,INAVA,1
TCGA-86-7701,TCGA-LUAD,4,DUSP10,1
TCGA-86-7701,TCGA-LUAD,5,OR6F1,1
TCGA-86-7701,TCGA-LUAD,6,DNAH1,1
TCGA-86-7701,TCGA-LUAD,7,CCDC80,1
TCGA-86-7701,TCGA-LUAD,8,NLGN1,1
TCGA-86-7701,TCGA-LUAD,9,ABCF3,1
TCGA-86-7701,TCGA-LUAD,10,TMEM131L,1
TCGA-86-7701,TCGA-LUAD,11,ADGRV1,1
TCGA-86-7701,TCGA-LUAD,12,PITX1,1
TCGA-86-7701,TCGA-LUAD,13,ANKHD1-EIF4EBP3,1
TCGA-86-7701,TCGA-LUAD,14,PCDHA2,1
TCGA-86-7701,TCGA-LUAD,15,G3BP1,1
TCGA-86-7701,TCGA-LUAD,16,EGFR,1
TCGA-86-7701,TCGA-LUAD,17,ASL,1
TCGA-86-7701,TCGA-LUAD,18,WRN,1
TCGA-86-7701,TCGA-LUAD,19,TEK,1
TCGA-86-7701,TCGA-LUAD,20,EQTN,1
TCGA-86-7701,TCGA-LUAD,21,LARP4B,1
TCGA-86-7701,TCGA-LUAD,22,ZNF408,1
TCGA-86-7701,TCGA-LUAD,23,AHNAK,1
TCGA-86-7701,TCGA-LUAD,24,TECTA,1
TCGA-86-7701,TCGA-LUAD,25,ACVR1B,1
TCGA-86-7701,TCGA-LUAD,26,PTPRB,1
TCGA-86-7701,TCGA-LUAD,27,CEP290,1
TCGA-86-7701,TCGA-LUAD,28,DCT,1
TCGA-86-7701,TCGA-LUAD,29,PPIB,1
TCGA-86-7701,TCGA-LUAD,30,MINAR1,1
TCGA-86-7701,TCGA-LUAD,31,CEMIP,1
TCGA-86-7701,TCGA-LUAD,32,SLC5A2,1
TCGA-86-7701,TCGA-LUAD,33,AC005324.2,1
TCGA-86-7701,TCGA-LUAD,34,SHMT1,1
TCGA-86-7701,TCGA-LUAD,35,STAT5A,1
TCGA-86-7701,TCGA-LUAD,36,CDKN2D,1
TCGA-86-7701,TCGA-LUAD,37,ADGRE2,1
TCGA-86-7701,TCGA-LUAD,38,GMIP,1
TCGA-86-7701,TCGA-LUAD,39,PLEKHF1,1
TCGA-86-7701,TCGA-LUAD,40,ATP1A3,1
TCGA-86-7701,TCGA-LUAD,41,GPR4,1
TCGA-86-7701,TCGA-LUAD,42,ZNF133,1
TCGA-86-7701,TCGA-LUAD,43,APOL5,1
TCGA-86-7701,TCGA-LUAD,44,ARSD,1
TCGA-86-7701,TCGA-LUAD,45,KDM6A,1
TCGA-86-7701,TCGA-LUAD,46,CXCR3,1
TCGA-86-7954,TCGA-LUAD,1,FAT2,2
TCGA-86-7954,TCGA-LUAD,2,DOCK2,2
TCGA-86-7954,TCGA-LUAD,3,BTN2A3P,2
TCGA-86-7954,TCGA-LUAD,4,NOX3,2
TCGA-86-7954,TCGA-LUAD,5,CNTNAP2,2
TCGA-86-7954,TCGA-LUAD,6,OR6X1,2
TCGA-86-7954,TCGA-LUAD,7,CES5A,2
TCGA-86-7954,TCGA-LUAD,8,THOC2,2
TCGA-86-7954,TCGA-LUAD,9,PRAMEF4,1
TCGA-86-7954,TCGA-LUAD,10,WDTC1,1
TCGA-86-7954,TCGA-LUAD,11,FAM151A,1
TCGA-86-7954,TCGA-LUAD,12,LEPROT,1
TCGA-86-7954,TCGA-LUAD,13,LEPR,1
TCGA-86-7954,TCGA-LUAD,14,MSH4,1
TCGA-86-7954,TCGA-LUAD,15,COL11A1,1
TCGA-86-7954,TCGA-LUAD,16,ALX3,1
TCGA-86-7954,TCGA-LUAD,17,HORMAD1,1
TCGA-86-7954,TCGA-LUAD,18,RFX5,1
TCGA-86-7954,TCGA-LUAD,19,INSRR,1
TCGA-86-7954,TCGA-LUAD,20,KCNT2,1
TCGA-86-7954,TCGA-LUAD,21,CFH,1
TCGA-86-7954,TCGA-LUAD,22,CFHR5,1
TCGA-86-7954,TCGA-LUAD,23,CRB1,1
TCGA-86-7954,TCGA-LUAD,24,KCNH1,1
TCGA-86-7954,TCGA-LUAD,25,RD3,1
TCGA-86-7954,TCGA-LUAD,26,USH2A,1
TCGA-86-7954,TCGA-LUAD,27,OR2T4,1
TCGA-86-7954,TCGA-LUAD,28,MYT1L,1
TCGA-86-7954,TCGA-LUAD,29,APOB,1
TCGA-86-7954,TCGA-LUAD,30,FAM166C,1
TCGA-86-7954,TCGA-LUAD,31,BABAM2,1
TCGA-86-7954,TCGA-LUAD,32,IL36RN,1
TCGA-86-7954,TCGA-LUAD,33,SAP130,1
TCGA-86-7954,TCGA-LUAD,34,SCN7A,1
TCGA-86-7954,TCGA-LUAD,35,TRIP12,1
TCGA-86-7954,TCGA-LUAD,36,MAGI1,1
TCGA-86-7954,TCGA-LUAD,37,LRIG1,1
TCGA-86-7954,TCGA-LUAD,38,OR5AC2,1
TCGA-86-7954,TCGA-LUAD,39,IFT57,1
TCGA-86-7954,TCGA-LUAD,40,BTLA,1
TCGA-86-7954,TCGA-LUAD,41,DRD3,1
TCGA-86-7954,TCGA-LUAD,42,DTX3L,1
TCGA-86-7954,TCGA-LUAD,43,KALRN,1
TCGA-86-7954,TCGA-LUAD,44,RAB6B,1
TCGA-86-7954,TCGA-LUAD,45,STAG1,1
TCGA-86-7954,TCGA-LUAD,46,RSRC1,1
TCGA-86-7954,TCGA-LUAD,47,MFSD1,1
TCGA-86-7954,TCGA-LUAD,48,UTS2B,1
TCGA-86-7954,TCGA-LUAD,49,TEC,1
TCGA-86-7954,TCGA-LUAD,50,SPATA18,1
TCGA-86-8279,TCGA-LUAD,1,FRMD1,3
TCGA-86-8279,TCGA-LUAD,2,VIT,2
TCGA-86-8279,TCGA-LUAD,3,BCL11A,2
TCGA-86-8279,TCGA-LUAD,4,LRP1B,2
TCGA-86-8279,TCGA-LUAD,5,STAC,2
TCGA-86-8279,TCGA-LUAD,6,F2R,2
TCGA-86-8279,TCGA-LUAD,7,IL17A,2
TCGA-86-8279,TCGA-LUAD,8,ZFHX4,2
TCGA-86-8279,TCGA-LUAD,9,CSMD3,2
TCGA-86-8279,TCGA-LUAD,10,MYO7A,2
TCGA-86-8279,TCGA-LUAD,11,MUC16,2
TCGA-86-8279,TCGA-LUAD,12,CAMTA1,1
TCGA-86-8279,TCGA-LUAD,13,SLC2A7,1
TCGA-86-8279,TCGA-LUAD,14,KIF17,1
TCGA-86-8279,TCGA-LUAD,15,KCNQ4,1
TCGA-86-8279,TCGA-LUAD,16,FAM151A,1
TCGA-86-8279,TCGA-LUAD,17,DEPDC1,1
TCGA-86-8279,TCGA-LUAD,18,ADGRL2,1
TCGA-86-8279,TCGA-LUAD,19,AMPD1,1
TCGA-86-8279,TCGA-LUAD,20,FLG2,1
TCGA-86-8279,TCGA-LUAD,21,NPR1,1
TCGA-86-8279,TCGA-LUAD,22,CRTC2,1
TCGA-86-8279,TCGA-LUAD,23,ZBTB7B,1
TCGA-86-8279,TCGA-LUAD,24,OR10J5,1
TCGA-86-8279,TCGA-LUAD,25,KIF21B,1
TCGA-86-8279,TCGA-LUAD,26,NAV1,1
TCGA-86-8279,TCGA-LUAD,27,CR2,1
TCGA-86-8279,TCGA-LUAD,28,MYT1L,1
TCGA-86-8279,TCGA-LUAD,29,PLB1,1
TCGA-86-8279,TCGA-LUAD,30,PCARE,1
TCGA-86-8279,TCGA-LUAD,31,STON1-GTF2A1L,1
TCGA-86-8279,TCGA-LUAD,32,REG3A,1
TCGA-86-8279,TCGA-LUAD,33,IGKV1D-16,1
TCGA-86-8279,TCGA-LUAD,34,EDAR,1
TCGA-86-8279,TCGA-LUAD,35,UGGT1,1
TCGA-86-8279,TCGA-LUAD,36,MAP3K19,1
TCGA-86-8279,TCGA-LUAD,37,NEB,1
TCGA-86-8279,TCGA-LUAD,38,GALNT3,1
TCGA-86-8279,TCGA-LUAD,39,CRYGA,1
TCGA-86-8279,TCGA-LUAD,40,CNTN6,1
TCGA-86-8279,TCGA-LUAD,41,KCNH8,1
TCGA-86-8279,TCGA-LUAD,42,EPM2AIP1,1
TCGA-86-8279,TCGA-LUAD,43,CNTN3,1
TCGA-86-8279,TCGA-LUAD,44,TRAT1,1
TCGA-86-8279,TCGA-LUAD,45,ADCY5,1
TCGA-86-8279,TCGA-LUAD,46,ACTRT3,1
TCGA-86-8279,TCGA-LUAD,47,ZNF718,1
TCGA-86-8279,TCGA-LUAD,48,KIAA0232,1
TCGA-86-8279,TCGA-LUAD,49,UGT2B15,1
TCGA-86-8279,TCGA-LUAD,50,ADAMTS3,1
TCGA-86-8672,TCGA-LUAD,1,TTN,8
TCGA-86-8672,TCGA-LUAD,2,SYNE1,4
TCGA-86-8672,TCGA-LUAD,3,RYR2,2
TCGA-86-8672,TCGA-LUAD,4,SPEF2,2
TCGA-86-8672,TCGA-LUAD,5,GABBR1,2
TCGA-86-8672,TCGA-LUAD,6,ANKRD30A,2
TCGA-86-8672,TCGA-LUAD,7,ZNF345,2
TCGA-86-8672,TCGA-LUAD,8,CLCNKB,1
TCGA-86-8672,TCGA-LUAD,9,EIF4G3,1
TCGA-86-8672,TCGA-LUAD,10,SZT2,1
TCGA-86-8672,TCGA-LUAD,11,AMIGO1,1
TCGA-86-8672,TCGA-LUAD,12,DENND2C,1
TCGA-86-8672,TCGA-LUAD,13,PPIAL4A,1
TCGA-86-8672,TCGA-LUAD,14,ETV3L,1
TCGA-86-8672,TCGA-LUAD,15,DDX59,1
TCGA-86-8672,TCGA-LUAD,16,USH2A,1
TCGA-86-8672,TCGA-LUAD,17,SIPA1L2,1
TCGA-86-8672,TCGA-LUAD,18,VN1R5,1
TCGA-86-8672,TCGA-LUAD,19,CYP1B1,1
TCGA-86-8672,TCGA-LUAD,20,ANTXR1,1
TCGA-86-8672,TCGA-LUAD,21,DYSF,1
TCGA-86-8672,TCGA-LUAD,22,ZRANB3,1
TCGA-86-8672,TCGA-LUAD,23,LRP1B,1
TCGA-86-8672,TCGA-LUAD,24,ZEB2,1
TCGA-86-8672,TCGA-LUAD,25,XIRP2,1
TCGA-86-8672,TCGA-LUAD,26,TTC30A,1
TCGA-86-8672,TCGA-LUAD,27,CCDC141,1
TCGA-86-8672,TCGA-LUAD,28,CWC22,1
