project_id,case_submitter_id,case_id,sample_submitter_ids,sample_types,aliquot_submitter_ids,file_id,file_name,peptide_target,agid,lab_id,catalog_number,set_id,protein_expression
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,1433BETA,AGID00100,882,sc-628,Old,-0.062948
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,1433EPSILON,AGID00111,913,sc-23957,Old,-0.15688
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,1433ZETA,AGID00101,883,sc-1019,Old,0.33029
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,4EBP1,AGID00001,2,9452,Old,0.35934
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,4EBP1_pS65,AGID00002,3,9456,Old,0.16074
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,4EBP1_pT37T46,AGID00003,6,9459,Old,0.59041
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,4EBP1_pT70,AGID00443,8,9455,Old,0.51613
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,53BP1,AGID00120,985,4937,Old,-0.49869
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,ACC_pS79,AGID00004,13,3661,Old,-1.2962
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,ACC1,AGID00005,14,1768-1/ab45174,Old,-1.2873
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,AceCS1,AGID00408,2372,3658,Set165,-0.694486232456814
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,ACETYLATUBULINLYS40,AGID00473,1182,5335,Old,-0.49603
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,ACSL1,AGID00404,2367,9189,Set165,-0.480100581382569
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,ACVRL1,AGID02144,2450,PA5-27081,Old,-0.21544
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,ADAR1,AGID00186,1198,ab88574,Old,0.04636
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,AKT,AGID00146,1084,4691,Old,-0.24108
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,AKT_pS473,AGID00028,230,9271,Old,-1.1342
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,AKT_pT308,AGID00170,1154,2965,Old,0.24001
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,Akt2,AGID00316,1800,3063,Set165,-0.539536169230176
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,Akt2_pS474,AGID00347,2009,8599,Set165,1.43359723320168
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,ALKBH5,AGID02215,2577,ab195377,Set165,-0.106890284057228
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,ALPHACATENIN,AGID00498,924,CA1030,Old,NA
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,Ambra1_pS52,AGID00287,1630,ABC80,Set165,-0.195705589354461
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,AMPK-a2_pS345,AGID00236,1351,ab129081,Set165,0.132501833477502
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,AMPKALPHA,AGID00006,39,2532,Old,0.63573
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,AMPKALPHA_pT172,AGID00007,40,2535,Old,-1.0418
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,ANNEXIN1,AGID00193,1208,610066,Old,-0.35727
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,ANNEXINVII,AGID00166,1142,610668,Old,-0.32414
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,AR,AGID00371,756,1852-1/ab52615,Old,-0.32231
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,ARAF,AGID00194,1217,4432,Old,0.12071
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,ARAF_pS299,AGID02191,2507,PA5-39728,Old,-0.076736
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,ARID1A,AGID00260,1053,sc-32761,Old,-0.14358
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,ASNS,AGID00264,1560,HPA029318,Old,1.1252
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,Atg3,AGID00276,1612,3415,Set165,0.0391604514788094
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,Atg4B,AGID00309,1775,13507,Set165,0.0521900688584002
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,Atg5,AGID00310,1776,12994,Set165,0.309771047608479
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,Atg7,AGID00277,1613,8558,Set165,-0.146047162824971
TCGA-LUAD,TCGA-86-7701,a3f6bc1c-19ab-4eeb-a9ac-3d2fac850bde,TCGA-86-7701-01A,Primary Tumor,,6f6e025c-2fd6-4cf6-9b59-94e39812538b,TCGA-86-7701-01A-13-2192-20_RPPA_data.tsv,ATM,AGID00242,1363,2873,Old,-0.75339
