gene,mean_readout,nonzero_fraction
ABCC11,0.003409500466659665,1.0
ACE2,0.04490179196000099,1.0
ACKR1,0.05786026269197464,1.0
ACTA2,0.34099966287612915,1.0
ACTG2,0.5346474051475525,1.0
ADAM28,0.1613289713859558,1.0
ADAMTS1,0.27652376890182495,1.0
ADGRE1,0.030807917937636375,1.0
ADGRL4,0.13786795735359192,1.0
ADH1C,0.08912793546915054,1.0
ADH4,0.08185002952814102,1.0
ADIPOQ,0.015612348914146423,1.0
AGER,0.026125719770789146,1.0
AGR3,0.04164321348071098,1.0
AHSP,0.0148700550198555,1.0
AIF1,0.3148282766342163,1.0
ALAS2,0.014552352949976921,1.0
ALDH1A3,0.08866503089666367,1.0
AMY2A,0.17210309207439423,1.0
ANGPT2,0.05250682681798935,1.0
ANPEP,0.1775716096162796,1.0
APCDD1,0.12399224936962128,1.0
APOA5,0.031934767961502075,1.0
APOBEC3A,0.07768099009990692,1.0
APOLD1,0.15588754415512085,1.0
AQP2,0.010731940157711506,1.0
AQP3,0.14744563400745392,1.0
AQP8,0.06636245548725128,1.0
AQP9,0.08120713382959366,1.0
AR,0.03977036848664284,1.0
ARFGEF3,0.05261307954788208,1.0
ASCL1,0.00743278581649065,1.0
ASCL3,0.021783750504255295,1.0
ASPN,0.12853872776031494,1.0
BAMBI,0.07672305405139923,1.0
BANK1,0.2202599048614502,1.0
BASP1,0.449563205242157,1.0
BBOX1,0.025625448673963547,1.0
BCL2L11,0.2194969654083252,1.0
BMX,0.024929974228143692,1.0
BTNL9,0.0687190443277359,1.0
C15orf48,0.10644157230854034,1.0
C1orf162,0.22220733761787415,1.0
C1orf194,0.03599902242422104,1.0
C20orf85,0.017227407544851303,1.0
C5orf46,0.03399258852005005,1.0
C6orf118,0.019728099927306175,1.0
C7,0.1389366239309311,1.0
CA4,0.01565476879477501,1.0
CAPN8,0.09526783972978592,1.0
CAV1,0.2434242069721222,1.0
CAVIN1,0.5736762881278992,1.0
CAVIN2,0.12498103082180023,1.0
CCDC39,0.027617568150162697,1.0
CCDC78,0.012715985998511314,1.0
CCL19,0.10604816675186157,1.0
CCL27,0.013366244733333588,1.0
CCL5,0.2145686149597168,1.0
CCNB2,0.1392858326435089,1.0
CCR2,0.05693358927965164,1.0
CCR7,0.12831252813339233,1.0
CD14,0.20346584916114807,1.0
CD163,0.13835249841213226,1.0
CD19,0.11108379065990448,1.0
CD1A,0.019115442410111427,1.0
CD1C,0.06115201860666275,1.0
CD1E,0.033349424600601196,1.0
CD2,0.2305651158094406,1.0
CD247,0.12628833949565887,1.0
CD27,0.11083231121301651,1.0
CD274,0.047918207943439484,1.0
CD28,0.14478181302547455,1.0
CD300E,0.03439601510763168,1.0
CD34,0.2324901521205902,1.0
CD3D,0.19117096066474915,1.0
CD3E,0.26213425397872925,1.0
CD4,0.24677100777626038,1.0
CD5L,0.038208235055208206,1.0
CD68,0.17050674557685852,1.0
CD69,0.0921471044421196,1.0
CD70,0.018964549526572227,1.0
CD79A,0.2551267445087433,1.0
CD83,0.15492871403694153,1.0
CD86,0.0996510237455368,1.0
CD8A,0.13978101313114166,1.0
CD93,0.25912436842918396,1.0
CDH16,0.025357460603117943,1.0
CDK1,0.1855354756116867,1.0
CENPF,0.17581532895565033,1.0
CFAP53,0.025261949747800827,1.0
CFB,0.3640746474266052,1.0
CFHR1,0.09606051445007324,1.0
CFHR3,0.14028677344322205,1.0
CFTR,0.09016580879688263,1.0
CHGA,0.024705715477466583,1.0
CLCA1,0.032127052545547485,1.0
CLCA2,0.2465326488018036,1.0
CLEC10A,0.07174842059612274,1.0
CLEC14A,0.12446022033691406,1.0
CLEC4E,0.06779530644416809,1.0
CLECL1,0.06237666681408882,1.0
CLIC6,0.09597279131412506,1.0
CNN1,0.15320128202438354,1.0
COCH,0.058743543922901154,1.0
COL17A1,0.25772732496261597,1.0
COL5A2,0.27492886781692505,1.0
CPA3,0.037285737693309784,1.0
CRHBP,0.009168153628706932,1.0
CRISPLD2,0.1641104370355606,1.0
CSF2RA,0.09660689532756805,1.0
CSF3,0.02122798189520836,1.0
CTLA4,0.12165196239948273,1.0
CTSG,0.008295980282127857,1.0
CTSK,0.24432477355003357,1.0
