gene,mean_readout,nonzero_fraction
ABCC11,0.0038264296017587185,1.0
ACE2,0.04387573152780533,1.0
ACKR1,0.060925282537937164,1.0
ACTA2,0.37211862206459045,1.0
ACTG2,0.5422080755233765,1.0
ADAM28,0.17639420926570892,1.0
ADAMTS1,0.2271043360233307,1.0
ADGRE1,0.023450275883078575,1.0
ADGRL4,0.13283339142799377,1.0
ADH1C,0.0789264440536499,1.0
ADH4,0.07499565184116364,1.0
ADIPOQ,0.014186790212988853,1.0
AGER,0.014838169328868389,1.0
AGR3,0.04200165718793869,1.0
AHSP,0.014174079522490501,1.0
AIF1,0.38580116629600525,1.0
ALAS2,0.013347704894840717,1.0
ALDH1A3,0.07534980773925781,1.0
AMY2A,0.16035011410713196,1.0
ANGPT2,0.04477141052484512,1.0
ANPEP,0.1783296763896942,1.0
APCDD1,0.11509623378515244,1.0
APOA5,0.03243892639875412,1.0
APOBEC3A,0.07049854099750519,1.0
APOLD1,0.11672401428222656,1.0
AQP2,0.009590196423232555,1.0
AQP3,0.11219720542430878,1.0
AQP8,0.06522902846336365,1.0
AQP9,0.06865133345127106,1.0
AR,0.029042121022939682,1.0
ARFGEF3,0.04979662597179413,1.0
ASCL1,0.0065175676718354225,1.0
ASCL3,0.02143431268632412,1.0
ASPN,0.11008082330226898,1.0
BAMBI,0.0831768810749054,1.0
BANK1,0.23194082081317902,1.0
BASP1,0.5459179878234863,1.0
BBOX1,0.028266478329896927,1.0
BCL2L11,0.23219580948352814,1.0
BMX,0.028787467628717422,1.0
BTNL9,0.04072432592511177,1.0
C15orf48,0.09943859279155731,1.0
C1orf162,0.2781766951084137,1.0
C1orf194,0.026845362037420273,1.0
C20orf85,0.007029966451227665,1.0
C5orf46,0.03672785311937332,1.0
C6orf118,0.0168630238622427,1.0
C7,0.11070837825536728,1.0
CA4,0.013306640088558197,1.0
CAPN8,0.12097199261188507,1.0
CAV1,0.22338688373565674,1.0
CAVIN1,0.5616128444671631,1.0
CAVIN2,0.07562216371297836,1.0
CCDC39,0.021876882761716843,1.0
CCDC78,0.01467576902359724,1.0
CCL19,0.12731820344924927,1.0
CCL27,0.012815174646675587,1.0
CCL5,0.28635087609291077,1.0
CCNB2,0.09159054607152939,1.0
CCR2,0.05699651688337326,1.0
CCR7,0.14370296895503998,1.0
CD14,0.2618066072463989,1.0
CD163,0.17627261579036713,1.0
CD19,0.11523522436618805,1.0
CD1A,0.023870263248682022,1.0
CD1C,0.06943946331739426,1.0
CD1E,0.0351993702352047,1.0
CD2,0.2786012887954712,1.0
CD247,0.14420124888420105,1.0
CD27,0.1275104582309723,1.0
CD274,0.051653049886226654,1.0
CD28,0.1685936450958252,1.0
CD300E,0.032592419534921646,1.0
CD34,0.17942889034748077,1.0
CD3D,0.21590539813041687,1.0
CD3E,0.3120327293872833,1.0
CD4,0.2701886296272278,1.0
CD5L,0.037149228155612946,1.0
CD68,0.19394785165786743,1.0
CD69,0.11117859929800034,1.0
CD70,0.018990714102983475,1.0
CD79A,0.2925570607185364,1.0
CD83,0.16208946704864502,1.0
CD86,0.11777959764003754,1.0
CD8A,0.1728660613298416,1.0
CD93,0.2454189956188202,1.0
CDH16,0.026956509798765182,1.0
CDK1,0.1294749677181244,1.0
CENPF,0.10785510390996933,1.0
CFAP53,0.02195357158780098,1.0
CFB,0.4158218801021576,1.0
CFHR1,0.09776242077350616,1.0
CFHR3,0.1496909260749817,1.0
CFTR,0.08617531508207321,1.0
CHGA,0.027055751532316208,1.0
CLCA1,0.034160785377025604,1.0
CLCA2,0.24737080931663513,1.0
CLEC10A,0.07782895117998123,1.0
CLEC14A,0.1025283932685852,1.0
CLEC4E,0.05966056510806084,1.0
CLECL1,0.0708155408501625,1.0
CLIC6,0.08577688038349152,1.0
CNN1,0.1596786379814148,1.0
COCH,0.052774570882320404,1.0
COL17A1,0.27342185378074646,1.0
COL5A2,0.33763009309768677,1.0
CPA3,0.0303247831761837,1.0
CRHBP,0.009765398688614368,1.0
CRISPLD2,0.2012249231338501,1.0
CSF2RA,0.10805550962686539,1.0
CSF3,0.026478612795472145,1.0
CTLA4,0.14144361019134521,1.0
CTSG,0.01120572630316019,1.0
CTSK,0.29383283853530884,1.0
CXCL10,0.25473296642303467,1.0
CXCL2,0.16558347642421722,1.0
CXCL6,0.09486125409603119,1.0
CXCL9,0.2657874524593353,1.0
CXCR4,0.44241875410079956,1.0
CYP1A1,0.023549551144242287,1.0
CYP2A7,0.05270828679203987,1.0
CYP2B6,0.07299290597438812,1.0
CYP2F1,0.025413095951080322,1.0
CYP3A4,0.06507623940706253,1.0
CYP4B1,0.0863846018910408,1.0
CYTIP,0.3591892123222351,1.0
DERL3,0.04882173240184784,1.0
DES,0.18467675149440765,1.0
DIRAS3,0.02014731615781784,1.0
DMBT1,0.025017106905579567,1.0
DNAAF1,0.02708365023136139,1.0
DNASE1L3,0.07503992319107056,1.0
DPEP1,0.021965768188238144,1.0
DPT,0.1291881799697876,1.0
DST,0.46650251746177673,1.0
DUSP2,0.0782313272356987,1.0
ECSCR,0.10561762005090714,1.0
EDN1,0.08140428364276886,1.0
EDNRB,0.09499399363994598,1.0
EGFL7,0.08134018629789352,1.0
EGFR,0.1383855640888214,1.0
EHF,0.2232559621334076,1.0
ELF5,0.05023910850286484,1.0
EPCAM,0.2708820700645447,1.0
ERBB2,0.1197529211640358,1.0
ERG,0.09375964105129242,1.0
ESR1,0.043167419731616974,1.0
FAS,0.16689437627792358,1.0
FBLN1,0.35047459602355957,1.0
FBN1,0.3547202944755554,1.0
FCER1A,0.04484875872731209,1.0
FCGR1A,0.15088820457458496,1.0
FCGR3A,0.22113855183124542,1.0
FCN1,0.044912632554769516,1.0
FCN2,0.02241937816143036,1.0
FGFBP1,0.09371121227741241,1.0
FGFBP2,0.018351666629314423,1.0
FGL2,0.329328715801239,1.0
FHL2,0.2931566536426544,1.0
FKBP11,0.23788268864154816,1.0
FOXA1,0.02204791083931923,1.0
FOXI1,0.01407190877944231,1.0
FOXJ1,0.01955851912498474,1.0
FOXP3,0.07800401747226715,1.0
FSTL3,0.15143737196922302,1.0
FXYD2,0.057296473532915115,1.0
GATA2,0.04055265337228775,1.0
GATM,0.23386791348457336,1.0
GCG,0.016857802867889404,1.0
GDF15,0.06208651512861252,1.0
GEM,0.14544197916984558,1.0
GHRL,0.03712693601846695,1.0
GKN2,0.07169444113969803,1.0
GLIPR1,0.2590476870536804,1.0
GLYATL1,0.045537449419498444,1.0
GNG11,0.1510520875453949,1.0
GNLY,0.05865109711885452,1.0
GPC1,0.13044461607933044,1.0
GPC3,0.11009342968463898,1.0
GPR183,0.19255754351615906,1.0
GPRC5A,0.16393229365348816,1.0
GPX2,0.10882149636745453,1.0
GYPA,0.026842301711440086,1.0
GYPB,0.008575556799769402,1.0
GZMA,0.1238236203789711,1.0
GZMB,0.0477544367313385,1.0
GZMK,0.1188611164689064,1.0
HAMP,0.054256029427051544,1.0
HAVCR2,0.14291945099830627,1.0
HEMGN,0.01567148044705391,1.0
HEPACAM2,0.028725121170282364,1.0
HES4,0.019031351432204247,1.0
HIGD1B,0.018569333478808403,1.0
HLA-DQB2,0.13046111166477203,1.0
HMGCS2,0.10765477269887924,1.0
HPGDS,0.02118818834424019,1.0
HPX,0.08068452030420303,1.0
IGF1,0.19397421181201935,1.0
IGSF6,0.16338561475276947,1.0
IL1R2,0.09046939015388489,1.0
IL1RL1,0.025151794776320457,1.0
IL2RA,0.13859136402606964,1.0
IL3RA,0.06968573480844498,1.0
IL7R,0.3746275305747986,1.0
INMT,0.12564155459403992,1.0
INS,0.008174252696335316,1.0
IRF8,0.2179107367992401,1.0
KCNK3,0.019516320899128914,1.0
KCNMA1,0.14912056922912598,1.0
KIT,0.05225332826375961,1.0
KLK11,0.062253452837467194,1.0
KLRB1,0.16197213530540466,1.0
KLRC1,0.036093827337026596,1.0
KLRD1,0.04089214652776718,1.0
KNG1,0.06640861928462982,1.0
KRT20,0.03629856929183006,1.0
KRT7,0.20360727608203888,1.0
LAG3,0.05764861777424812,1.0
LAMP3,0.10357306897640228,1.0
LGI4,0.0226440392434597,1.0
LGR5,0.01781543716788292,1.0
LIF,0.07364939153194427,1.0
LILRA4,0.03674999251961708,1.0
LILRA5,0.014838380739092827,1.0
LILRB2,0.1133122444152832,1.0
LILRB4,0.045310698449611664,1.0
LPL,0.024587154388427734,1.0
LTBP2,0.21792535483837128,1.0
LY6D,0.035071440041065216,1.0
LY86,0.09486334025859833,1.0
LYVE1,0.10076268017292023,1.0
MALL,0.31914395093917847,1.0
MAMDC2,0.06551379710435867,1.0
MARCO,0.03370872139930725,1.0
MCEMP1,0.029202233999967575,1.0
MCF2L,0.09553764015436172,1.0
MDM2,0.5342337489128113,1.0
MEDAG,0.09321457147598267,1.0
MEF2C,0.16997072100639343,1.0
MEST,0.1336544007062912,1.0
MET,0.2845339775085449,1.0
MFAP5,0.05792655423283577,1.0
MKI67,0.20627811551094055,1.0
MLANA,0.004226772580295801,1.0
MLPH,0.10931743681430817,1.0
MMRN1,0.11683768033981323,1.0
MMRN2,0.1248139888048172,1.0
MNDA,0.15077441930770874,1.0
MPEG1,0.33348163962364197,1.0
MRC1,0.16432473063468933,1.0
MS4A1,0.37801826000213623,1.0
MS4A2,0.029459979385137558,1.0
MS4A4A,0.20571501553058624,1.0
MS4A6A,0.3831689655780792,1.0
MTRNR2L11,0.18008777499198914,1.0
MYBPC1,0.004145422484725714,1.0
MYC,0.3094446063041687,1.0
MYH11,0.29102304577827454,1.0
MYLK,0.4468563199043274,1.0
MZB1,0.19351987540721893,1.0
NAT8,0.036078400909900665,1.0
NKG7,0.07786846905946732,1.0
NPDC1,0.08119679987430573,1.0
NTN4,0.17697472870349884,1.0
OGN,0.12030640989542007,1.0
OPRPN,0.011557834222912788,1.0
PCNA,0.412335067987442,1.0
PCOLCE,0.12459486722946167,1.0
PCP4,0.0217069573700428,1.0
PCSK2,0.020290957763791084,1.0
PDCD1,0.010013233870267868,1.0
PDGFRA,0.20106728374958038,1.0
PDGFRB,0.21546797454357147,1.0
PDPN,0.24126744270324707,1.0
PEBP4,0.013082223944365978,1.0
PECAM1,0.4937010705471039,1.0
PGR,0.026738662272691727,1.0
PLA2G7,0.16772623360157013,1.0
PLAC9,0.026651740074157715,1.0
PLCG2,0.20782217383384705,1.0
PLD4,0.06287463009357452,1.0
PLIN4,0.03903361037373543,1.0
PMP22,0.26415640115737915,1.0
PPARG,0.15956592559814453,1.0
PPP1R1A,0.03898065164685249,1.0
PPP1R1B,0.048791296780109406,1.0
PPY,0.01669568568468094,1.0
PRDM1,0.2797628939151764,1.0
PRF1,0.07672643661499023,1.0
PRG4,0.05265355110168457,1.0
PROX1,0.10519994795322418,1.0
PTGDS,0.3875361979007721,1.0
PTN,0.09438753873109818,1.0
PTPRC,0.6806055903434753,1.0
PVALB,0.017308417707681656,1.0
RAMP2,0.061717987060546875,1.0
RAPGEF3,0.07643146812915802,1.0
RBP5,0.07432829588651657,1.0
RERGL,0.022695116698741913,1.0
RETN,0.0018927290802821517,1.0
RGS16,0.08086225390434265,1.0
RIDA,0.11412297189235687,1.0
RND1,0.03399304300546646,1.0
RTKN2,0.11574508249759674,1.0
S100A1,0.043171226978302,1.0
S100A12,0.07392433285713196,1.0
SCGB2A1,0.04018864035606384,1.0
SCGN,0.028212398290634155,1.0
SELE,0.02266165241599083,1.0
SELL,0.205840066075325,1.0
SEMA3C,0.24513694643974304,1.0
SERPINB2,0.06473387777805328,1.0
SERPINB3,0.11502156406641006,1.0
SERPINB9,0.325702965259552,1.0
SFRP2,0.31904301047325134,1.0
SFRP4,0.13919591903686523,1.0
SFTA2,0.05145140737295151,1.0
SH2D3C,0.08300472050905228,1.0
SLAMF1,0.09172133356332779,1.0
SLAMF7,0.24212729930877686,1.0
SLC18A2,0.016170796006917953,1.0
SLC22A8,0.02250089682638645,1.0
SLC26A2,0.11969856917858124,1.0
SLC26A3,0.032833512872457504,1.0
SLC4A1,0.027315516024827957,1.0
SMIM24,0.06136159971356392,1.0
SMYD2,0.2151838093996048,1.0
SNAI1,0.03658203408122063,1.0
SNCA,0.036814503371715546,1.0
SNCG,0.056328706443309784,1.0
SNTN,0.02749226987361908,1.0
SOX17,0.03186451643705368,1.0
SOX18,0.03299396112561226,1.0
SOX2,0.08269102871417999,1.0
SPDEF,0.017129456624388695,1.0
SPI1,0.0786108672618866,1.0
SPIB,0.09914601594209671,1.0
SRPX,0.1351463347673416,1.0
SST,0.01377819199115038,1.0
STC1,0.05750693753361702,1.0
STC2,0.07485710829496384,1.0
STEAP4,0.09991104155778885,1.0
TAC1,0.016916416585445404,1.0
TAT,0.05675652623176575,1.0
TBX3,0.0373724140226841,1.0
TCF15,0.004245356656610966,1.0
TCF4,0.23089079558849335,1.0
TCIM,0.29265064001083374,1.0
TCL1A,0.11689083278179169,1.0
TENT5C,0.2553751468658447,1.0
TFF2,0.07819865643978119,1.0
TFPI,0.2909093499183655,1.0
THAP2,0.07481624186038971,1.0
THBS2,0.1897735893726349,1.0
THY1,0.2518061697483063,1.0
TIMP4,0.029672840610146523,1.0
TM4SF18,0.07413263618946075,1.0
TM4SF4,0.08988597244024277,1.0
TMC5,0.08385913074016571,1.0
TMEM100,0.03465007618069649,1.0
TMEM174,0.009260822087526321,1.0
TMEM52B,0.02273082546889782,1.0
TNC,0.35257500410079956,1.0
TNFRSF13B,0.055018674582242966,1.0
TNFRSF17,0.09562729299068451,1.0
TNFRSF9,0.05487925559282303,1.0
TOP2A,0.11500431597232819,1.0
TRAC,0.4606807231903076,1.0
TREM2,0.05334583669900894,1.0
TSPAN19,0.02452092245221138,1.0
UBE2C,0.0935252457857132,1.0
UMOD,0.013112296350300312,1.0
UPK3B,0.017413198947906494,1.0
VCAN,0.4156495928764343,1.0
VSIG4,0.1208973377943039,1.0
VWA5A,0.08822798728942871,1.0
VWF,0.16122852265834808,1.0
