gene,mean_readout,nonzero_fraction
ABCC11,0.0028214158955961466,1.0
ACE2,0.04020097851753235,1.0
ACKR1,0.04173492640256882,1.0
ACTA2,0.3465994596481323,1.0
ACTG2,0.5791235566139221,1.0
ADAM28,0.1657867729663849,1.0
ADAMTS1,0.16089867055416107,1.0
ADGRE1,0.023991938680410385,1.0
ADGRL4,0.11799110472202301,1.0
ADH1C,0.08547443896532059,1.0
ADH4,0.07599563896656036,1.0
ADIPOQ,0.013380542397499084,1.0
AGER,0.017673421651124954,1.0
AGR3,0.031990908086299896,1.0
AHSP,0.01574229821562767,1.0
AIF1,0.3332881033420563,1.0
ALAS2,0.014895285479724407,1.0
ALDH1A3,0.09147932380437851,1.0
AMY2A,0.1632462441921234,1.0
ANGPT2,0.056469548493623734,1.0
ANPEP,0.18260587751865387,1.0
APCDD1,0.10822616517543793,1.0
APOA5,0.03377619758248329,1.0
APOBEC3A,0.08188214898109436,1.0
APOLD1,0.11286360025405884,1.0
AQP2,0.010499000549316406,1.0
AQP3,0.11646173894405365,1.0
AQP8,0.06251512467861176,1.0
AQP9,0.06892772763967514,1.0
AR,0.03919442370533943,1.0
ARFGEF3,0.055937133729457855,1.0
ASCL1,0.006346369627863169,1.0
ASCL3,0.020257430151104927,1.0
ASPN,0.1369953155517578,1.0
BAMBI,0.10721635818481445,1.0
BANK1,0.22250482439994812,1.0
BASP1,0.4685072898864746,1.0
BBOX1,0.025733351707458496,1.0
BCL2L11,0.1937469244003296,1.0
BMX,0.02510230801999569,1.0
BTNL9,0.04274448752403259,1.0
C15orf48,0.17955282330513,1.0
C1orf162,0.22956451773643494,1.0
C1orf194,0.013199696317315102,1.0
C20orf85,0.002827045042067766,1.0
C5orf46,0.040018100291490555,1.0
C6orf118,0.015276243910193443,1.0
C7,0.07936786115169525,1.0
CA4,0.01268343348056078,1.0
CAPN8,0.11261596530675888,1.0
CAV1,0.20863008499145508,1.0
CAVIN1,0.5038191080093384,1.0
CAVIN2,0.0686916634440422,1.0
CCDC39,0.017980022355914116,1.0
CCDC78,0.01206311397254467,1.0
CCL19,0.14851461350917816,1.0
CCL27,0.01229383610188961,1.0
CCL5,0.2445755898952484,1.0
CCNB2,0.12529417872428894,1.0
CCR2,0.05226791650056839,1.0
CCR7,0.1431313455104828,1.0
CD14,0.20711691677570343,1.0
CD163,0.13510292768478394,1.0
CD19,0.11321254074573517,1.0
CD1A,0.020594079047441483,1.0
CD1C,0.060537200421094894,1.0
CD1E,0.03749330714344978,1.0
CD2,0.24472518265247345,1.0
CD247,0.13256403803825378,1.0
CD27,0.11468368768692017,1.0
CD274,0.05037852004170418,1.0
CD28,0.14372342824935913,1.0
CD300E,0.030504250898957253,1.0
CD34,0.16725827753543854,1.0
CD3D,0.21063248813152313,1.0
CD3E,0.27582821249961853,1.0
CD4,0.23691685497760773,1.0
CD5L,0.03737667575478554,1.0
CD68,0.17696602642536163,1.0
CD69,0.09808265417814255,1.0
CD70,0.01817101053893566,1.0
CD79A,0.2737376093864441,1.0
CD83,0.15231432020664215,1.0
CD86,0.10328395664691925,1.0
CD8A,0.1561661660671234,1.0
CD93,0.19825862348079681,1.0
CDH16,0.025954704731702805,1.0
CDK1,0.19566011428833008,1.0
CENPF,0.16386957466602325,1.0
