id	filename	md5	size	state
b25ea912-8316-4b93-b9fb-b49de54fa594	TCGA-LUSC.bd85099a-b246-474d-a356-b5b2ffb0d530.ascat2.allelic_specific.seg.txt	a6be39e0b151c5a6a5ea3a87edaf8f92	15296	released
eabfa38b-c69b-4e6c-aa99-783acc108834	679bc08f-9f6b-4614-ac81-613a63dc5f48_wgs_gdc_realn.cr.igv.reheader.seg.txt	92e692a599904656817892228e34fc15	91457	released
c92b4f42-caac-41a8-ab48-cd03a4e3bdf8	KIWIS_p_TCGASNP_225_226_N_GenomeWideSNP_6_E08_1151748.nocnv_grch38.seg.v2.txt	906e777fdce1fec08742a792ab10c432	40481	released
4762b638-fd79-4f3c-9c19-ad58081ef224	TCGA-LUSC.816e9dcd-6b49-409a-8803-fbac463bd4f5.ascat3.allelic_specific.seg.txt	732a44029915e06ab9a16f500bd5c293	11064	released
d98e506d-3910-449f-bddd-7c60668abda2	TCGA-LUSC.0565ae29-1375-4653-937d-efff9a2c2b1f.ascat3.allelic_specific.seg.txt	e9ca532ea2105358254d61bf365572d8	11026	released
7f878b0d-f295-4986-88e6-8bf70fee9afc	KIWIS_p_TCGASNP_225_226_N_GenomeWideSNP_6_E08_1151748.grch38.seg.v2.txt	7d25844045cf4ddf02e74512247cd708	76115	released
76f9dd47-ff6c-4dc1-886b-e15964862438	GUCKS_p_TCGA_b129_140_SNP_N_GenomeWideSNP_6_E04_802152.nocnv_grch38.seg.v2.txt	7b4ad96f0b7eb49f80df7835ac81c9ac	3889	released
4958ec3e-0a3d-40e0-a92d-509c705ae20c	TCGA-LUSC.816e9dcd-6b49-409a-8803-fbac463bd4f5.ascat2.allelic_specific.seg.txt	d2384cc05cfbefd4eba18c364f62daf7	16688	released
a28406b2-1492-4c11-9dd2-62d558435a2f	STOPS_p_TCGA_b101_114_SNP_N_GenomeWideSNP_6_E08_771668.grch38.seg.v2.txt	77fcfc69e44b442c3de42beec76e401d	43339	released
ce4cf374-eb11-40e7-9c1e-0eb2a8fec27e	STOPS_p_TCGA_b101_114_SNP_N_GenomeWideSNP_6_E08_771668.nocnv_grch38.seg.v2.txt	dd9a1291479345393a2a2bcdbe909c21	19640	released
5fd528be-1f67-4b09-b264-eafce101aedd	649f2c20-5b50-40a8-a6fd-9a51f3d5b9df_wgs_gdc_realn.cr.igv.reheader.seg.txt	4c961e48aa8e08359293b2e1b5aad908	300634	released
e8df009a-90c9-4294-80d4-05601695f912	TCGA-LUSC.420e849d-6ba2-4a1e-a2be-ba7bf89e6f76.ascat2.allelic_specific.seg.txt	f6e8ce18a7c6b23c4e947fec29dbb540	12954	released
b6c659ab-ea97-48ed-80a9-58977b6ab7f5	GUCKS_p_TCGA_b129_140_SNP_N_GenomeWideSNP_6_D08_802190.nocnv_grch38.seg.v2.txt	109bbfc5eb5d270f772d6464052a4c9b	23206	released
10f92d59-0c03-4177-b1d2-cec3982deb74	ELBOW_p_TCGAb39_SNP_N_GenomeWideSNP_6_A10_598608.nocnv_grch38.seg.v2.txt	911c1ba606687825d1f9bb3059703222	4443	released
f644d048-8583-4a19-b260-adfa27e7b39b	TCGA-LUSC.37eec241-9093-412e-8826-ad3287fb76d7.ascat2.allelic_specific.seg.txt	b38a517863dc03da5474ae1764c983de	19462	released
9b38f3c7-7cc0-4578-bb53-93b587356a7b	ELBOW_p_TCGAb39_SNP_N_GenomeWideSNP_6_A10_598608.grch38.seg.v2.txt	f356dd58682de292110b13b86634a540	43412	released
0855e2a3-42bc-44de-8fc7-b7cd20d8000c	ELBOW_p_TCGAb39_SNP_N_GenomeWideSNP_6_F01_598654.grch38.seg.v2.txt	7067c26035deaf6e478b347d7e197c2c	42392	released
efc89c73-5ee8-45bd-9cee-df48be2cc1f0	TCGA-LUSC.37eec241-9093-412e-8826-ad3287fb76d7.ascat3.allelic_specific.seg.txt	70ac26e338d5b467d6b2c0a33fbecda5	9702	released
03d6e966-fe25-4de8-9b3d-b7c82181bb63	ELBOW_p_TCGAb39_SNP_N_GenomeWideSNP_6_F01_598654.nocnv_grch38.seg.v2.txt	1dd25ac1577ccc913b74d65850a27aaf	23957	released
3266b5bd-fe94-4d1a-8d3b-27e025293666	GRITH_p_TCGAb46and77_SNP_N_GenomeWideSNP_6_E05_730302.grch38.seg.v2.txt	082e8f8d33d4da58195bf78713196a24	23425	released
b2fe0ca8-320d-4c53-8918-1dafb5b6be0a	GRITH_p_TCGAb46and77_SNP_N_GenomeWideSNP_6_G01_730194.grch38.seg.v2.txt	730acbcc7b8d155591e91e6ce9a93071	63630	released
f38f8e84-2fc7-48bb-9b0c-22bd7b23b7b7	GRITH_p_TCGAb46and77_SNP_N_GenomeWideSNP_6_G01_730194.nocnv_grch38.seg.v2.txt	d79f31751478e77a2bf88db1a0c78949	34739	released
21dfa1cc-6342-439f-95d1-4a2a7e9ee23a	TCGA-LUSC.bd85099a-b246-474d-a356-b5b2ffb0d530.ascat3.allelic_specific.seg.txt	8b2b613d8c58c8ca0095938f9b9c1680	9083	released
ea8c2789-743b-4fea-8739-066bc2004ace	STOPS_p_TCGA_b101_114_SNP_N_GenomeWideSNP_6_E09_771816.nocnv_grch38.seg.v2.txt	b2ebd630ce2ef0f1bdce922d2fc7c27f	4296	released
787362eb-a004-40ab-b318-55e3f417a059	STOPS_p_TCGA_b101_114_SNP_N_GenomeWideSNP_6_E09_771816.grch38.seg.v2.txt	999669d71f0776ec2b619b8e9d510641	22839	released
2b14948a-30a2-4fad-a718-0ffd49bdd73e	e636717c-c2ee-4c11-aff9-5bbe27c5e134.wgs.ASCAT.copy_number_variation.seg.txt	687b8ef54a74a556a99db16c1fcec517	36597	released
76e64c82-8626-475e-a5ad-a4c09ca918d2	KIWIS_p_TCGASNP_225_226_N_GenomeWideSNP_6_E09_1151842.grch38.seg.v2.txt	74ea1f0e5af81a256e0317c969d84566	36307	released
d9793de2-04eb-47d6-b7c1-a2435e61db1f	TCGA-LUSC.0565ae29-1375-4653-937d-efff9a2c2b1f.ascat2.allelic_specific.seg.txt	284a7b42002b58725d70157f0814b3f8	17764	released
27b2acf1-ecaa-4db3-a7cf-99ed729ed750	effbe690-d873-46ab-99ea-84219d5a801f_wgs_gdc_realn.cr.igv.reheader.seg.txt	9272e04c74c5327dbd6da1111e3c7d38	97398	released
1317ddb2-fe02-48d6-8717-18911f017be3	GUCKS_p_TCGA_b129_140_SNP_N_GenomeWideSNP_6_D08_802190.grch38.seg.v2.txt	d305b978571f0e2a9c1a12d707ceb28c	48875	released
82749787-0560-46f0-9789-c5011b6d26b4	GUCKS_p_TCGA_b129_140_SNP_N_GenomeWideSNP_6_E04_802152.grch38.seg.v2.txt	fbc2c6dd83cadd308dcb2991f5f1ee78	25824	released
ee5f2cd7-ec8c-4584-a190-624a0738a2ed	TCGA-LUSC.420e849d-6ba2-4a1e-a2be-ba7bf89e6f76.ascat3.allelic_specific.seg.txt	2bd1070b3484b1507c691c9b14d44c86	8571	released
709f2f0f-bc00-4455-bda7-5bc0470997b7	7a847ec6-55c1-413a-937e-27621d1c388e_wgs_gdc_realn.cr.igv.reheader.seg.txt	53f1df3e462a7f9c7a24bf23285f5aff	113984	released
b5113aea-9b10-4f02-9f40-bfbb43093a11	3e545b97-bdba-4f2c-8361-4656df86933d_wgs_gdc_realn.cr.igv.reheader.seg.txt	e5417d9b960683dbfeff3ddea7cffdb1	121232	released
16cbcc2f-bcb6-4a86-ac5e-b0b37c0a299b	TCGA-LUAD.8cdc412c-9908-473f-97fe-8516ed48ba8c.ascat2.allelic_specific.seg.txt	8a8f2442a05a111e9e8284969be7f1b7	13206	released
64bd5b7e-99d4-40a4-8661-92efee49ec46	SHOWS_p_7TCGA_236_238_Mx_N_GenomeWideSNP_6_D02_1244580.grch38.seg.v2.txt	8b26485a7b778f0d1a0b0a5fa36a755e	39987	released
919d0c43-2416-417c-ac81-f76f081bbff6	TCGA-05-4410-01A-21D-A92M-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	d0c864605a7df7c0153620b32a029d29	58423	released
4e1cec9e-cd5b-4f19-bce1-a27e80302ca9	TCGA-LUAD.fd3c6b7e-443d-4b30-a9b7-fd9e306cc833.ascat3.allelic_specific.seg.txt	24ec5d47d90c2b62fa0a2aaabad1ddb2	4706	released
9d0d89cf-d944-405a-9cf3-29fd142b9ffe	TCGA-LUAD.fd3c6b7e-443d-4b30-a9b7-fd9e306cc833.ascat2.allelic_specific.seg.txt	8888031ec8957a9e57351e8d12741f91	9418	released
978a3586-0b6c-452d-b389-1b473a0fd11f	IMPLY_p_TCGA_b127_144_SNP_N_GenomeWideSNP_6_F11_808396.nocnv_grch38.seg.v2.txt	b0d930af35fdafa5d6389680742f24c0	10696	released
4f7ad6b3-23ca-41a4-b7e1-1dbbf625a842	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G12_1376660.nocnv_grch38.seg.v2.txt	543742fcdade4ebf389a9b7ed8683915	4097	released
3e836952-5b42-4b91-9de1-0a23c2e53cf6	TCGA-LUAD.9acca8b2-f51a-48a9-879f-c3af194cc1e7.ascat3.allelic_specific.seg.txt	f5a64619e983bcb5a8540356901fbb8e	5934	released
329e91b8-df57-42cc-a101-69a730e90914	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_H02_1376780.grch38.seg.v2.txt	c3fc0f4048af5c4b33591f95e69f7621	92133	released
6a085d4b-ffe4-44d3-9b74-076b9aa47796	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G12_1376660.grch38.seg.v2.txt	9e957184f99a7f130c3b540f9afe84bd	50556	released
39c38ec6-006d-4e3d-827a-1df8cfc57bef	TATTY_p_TCGA_b52_156_SNP_N_GenomeWideSNP_6_C07_809038.grch38.seg.v2.txt	c8d9d3cfb5f6438f2ac0de0a8c93daef	21477	released
8433a4fa-6f3b-4727-85c9-1ff608ce05e8	TATTY_p_TCGA_b52_156_SNP_N_GenomeWideSNP_6_C07_809038.nocnv_grch38.seg.v2.txt	dab92ff2f5855aa3c1910a4ce3e13dce	2911	released
